newid,ind,hsize,hsize1,relationship,date,sex,age,marital,migrant,migrant_any,village,madrasa,madrasa_year,school,student,currgrade,maxgrade,paeduc,maeduc,ill,disable,disable_perm,hrelig,religious,jumma,waqt,wrkstat,mo_remit,occ1,hrs_wk1,days_wk1,mo_yr1,tenure1,mo_wageinc1,mo_nonwageinc1,occ2,hrs_wk2,days_wk2,mo_yr2,tenure2,mo_wageinc2,mo_nonwageinc2,microf,microf_name1,microf_name2,microf_name3,mo_microf,microloan_curr1,microloan_curr2,curr_mig,migr_perm,migrcurr_dur,migrcurr_country,migrcurr_occ,migrcurr_inc,migrcurr_hrswk,migrcurr_remmo,migr1_dur,migr1_country,migr1_occ,migr1_inc,migr1_hrswk,migr1_remmo,happy,happy_future,wwactivities,ystrhappy,ystrworry,ystrdepress,satcur_livstandard,satcur_health,satcur_achieve,satcur_fam,satcur_safe,satcur_comm,satcur_finsec,satcur_leistime,satcur_socenv,satcur_job,cur_overworked,curtrust_employer,curtrust_coworker,sat5yr_livstandard,sat5yr_health,sat5yr_achieve,sat5yr_fam,sat5yr_safe,sat5yr_comm,sat5yr_finsec,sat5yr_leistime,sat5yr_socenv,sat5yr_job,overworked_5yr,trust_neighb_5yr,trust_locgov_5yr,trust_employer_5yr,trust_religlead_5yr,trust_coworker_5yr,trust_relatives_5yr,status_prof,relfinan_profession,relfinan_siblings,relfinan_schoolmates,relfinan_neighbors,relfinan_parents,relfinan_extendedfam,relfinan_others,happy_past,curtrust_neighb,curtrust_locgov,curtrust_religlead,curtrust_relatives,global_stat_perc,ownhouse,housetype,cookroom,mainrooms,othrooms,bath_flush,bath_pitlat,bath_bucket,bath_hanging,hhactivity1,hhactivity2,hhactivity3,hhincsource1,hhincsource2,hhincsource3,land_ownop,land_rentedout,land_notown,drinkwater1,drinkwater2,washwater1,washwater2,light1,light2,light3,cookfuel1,cookfuel2,cookfuel3,electricity,naturalgas,generator,phone,cow,chicken,duck,buffalo,goat_sheep,helpers,nonwage_farm,nonwage_nonfarm,govttransfer,other_inc,currinc_2yrsago,currinc_2yrafter,exp_groc,exp_util,exp_hrent,exp_hrelated,exp_school,exp_health,exp_cloth,exp_transport,exp_furniture,exp_recreat,exp_eid,exp_tax,exp_mo,wedding,cost_wedding,birth,cost_birth,death,cost_death,medical,cost_medical,migration_rel,cost_migr,event_other,cost_other,own_weaving1,own_weaving2,own_weaving2flag,own_weaving3,own_weaving4,own_house1,own_house2,own_house2flag,own_house3,own_house4,own_computer1,own_computer2,own_computer2flag,own_computer3,own_computer4,own_cell1,own_cell2,own_cell2flag,own_cell3,own_cell4,own_generator1,own_generator2,own_generator2flag,own_generator3,own_generator4,own_car1,own_car2,own_car2flag,own_car3,own_car4,own_boatp1,own_boatp2,own_boatp2flag,own_boatp3,own_boatp4,own_boatr1,own_boatr2,own_boatr2flag,own_boatr3,own_boatr4,own_rickshaw1,own_rickshaw2,own_rickshaw2flag,own_rickshaw3,own_rickshaw4,own_bicycle1,own_bicycle2,own_bicycle2flag,own_bicycle3,own_bicycle4,own_cart1,own_cart2,own_cart2flag,own_cart3,own_cart4,own_almirah1,own_almirah2,own_almirah2flag,own_almirah3,own_almirah4,own_tractor1,own_tractor2,own_tractor2flag,own_tractor3,own_tractor4,own_television1,own_television2,own_television2flag,own_television3,own_television4,own_fridge1,own_fridge2,own_fridge2flag,own_fridge3,own_fridge4,own_bike1,own_bike2,own_bike2flag,own_bike3,own_bike4,madrasa_binary,day,dayofweek
1513,0,7,4,"Householdhead","10/7/13","Female",45,"Married","Non","International migrants","Shatihati","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Never",5,"Unemployed",.n,"Housewife",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.c,.n,.n,.n,.n,.n,.n,.n,.c,"Satisfied","Better","Quite satisfied","Not much","All day","All day",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"N",.m,"Y",.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,"Y","Y","Y",.m,"Y","Y","Y",5,.m,"Same",.m,"Higher","Higher","Same",.m,"Worse","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",5,0,0,0,1,0,"Agriculture","Agriculture",.n,"Remittance","Remittance",.n,0,0,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"Y","N","N","Y",0,7,16,0,0,0,0,0,0,0,0,0,10000,600,.m,200000,.m,0,0,0,0,.m,30000,.m,15000,1,70000,1,10000,0,.n,1,10000,1,1250000,0,.n,"N",.n,"",.n,.n,"O",.x,"Y",.m,.m,"N",.n,"",.n,.n,"O",2006,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2013,"",6000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1515,0,2,1,"Householdhead","10/7/13","Female",70,"Widowed","Non","International migrants","Bankina","0",0,0,"No",.n,0,0,0,"Yes","No",.n,"Muslim","Very","Regular",5,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Somewhat unsatisfied",.m,"Satisfied","Not at all","All day","Not at all","Somewhat unsatisfied","Somewhat unsatisfied","Quite satisfied","Somewhat unsatisfied","Somewhat unsatisfied","Quite satisfied","Quite satisfied","Somewhat unsatisfied","Quite satisfied",.m,.m,.m,.m,"Better","Better","Better","Better","Better","Same","Same","Better","Same",.m,.m,"Y","Y",.m,"Y",.m,"Y",,.m,"Higher",.m,"Same",.m,"Higher",.m,"Better","Yes","Yes","Yes","Yes",.m,"Owned","Semi-pucca","Y",1,0,0,1,0,0,"Others","Others",.n,"Remittance","Remittance",.n,.m,.m,0,"Tube Well",.m,"Tube Well","Pond","Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","N",0,2,0,0,0,0,0,0,0,0,"Same",.m,1000,0,0,0,0,2500,1000,300,0,0,,.m,3000,1,70000,0,.n,0,.n,0,.n,1,450000,0,.n,"N",.n,"",.n,.n,"O",1998,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2008,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1516,0,3,3,"Householdhead","10/7/13","Female",18,"Married","Non","No migrants","Bankina","0",0,5,"No",.n,5,5,0,"No","No",.n,"Muslim","Very","Never",0,.m,.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"Yes","Bangladesh Bureau",.n,.n,12,40000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Not at all","Not much","Not much","Quite satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Somewhat unsatisfied",.m,"Y",.m,.m,"Same","Same","Same","Worse","Same","Same","Same","Same","Same",.m,"N","Y","Y",.m,"Y",.m,"Y",2,.m,"Much worse",.m,"Worse","Worse","Worse","Much worse","Worse","Yes","Yes","Yes","Yes",2,"Owned","Kacha","N",1,1,0,1,0,0,"Others","Others",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw",.m,.m,"N","N","N","Y",2,0,2,0,0,0,0,0,0,0,"Same",.m,3000,100,0,10000,0,400,300,300,0,0,4000,.m,4000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2012,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1517,0,4,4,"Householdhead","10/7/13","Male",50,"Married","Non","No migrants","Bankina","0",0,2,"No",.n,2,.n,9,.c,"No",.n,"Hindu","Very",.n,.n,.m,.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Worse","Satisfied","Not much","Not much","Not much","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Worse","Better","Worse","Better","Same","Better","Better","Same","Worse","Same","Y","Y","Y","Y","Y","Y","Y",2,"Worse","Same",.m,"Worse",.m,"Worse",.m,"Worse","Yes","Yes","Yes","Yes",2,"Owned","Kacha","Y",1,2,0,1,0,0,"Others","Others",.n,"Others","Others",.n,5,0,0,"Tube Well",.m,"Tube Well","Pond","Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",2,0,0,0,0,0,0,0,0,0,"Higher","Lower",2000,300,0,0,500,2000,700,1000,0,500,3000,20,4000,1,80000,0,.n,0,.n,0,.n,0,.n,0,.n,"O",2009,"",4000,"N","O",2011,"",40000,.m,"N",.n,"",.n,.n,"O",2010,"",700,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2009,"",1200,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2010,"",5000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1518,0,5,5,"Householdhead","10/7/13","Male",32,"Married","Non","No migrants","Bankina","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Very","Irregular",0,"Employed",.n,"Weaving",12,7,12,10,5000,.m,.m,.c,.c,.c,.c,.n,.n,"Yes","Sheba",.n,.n,3,2000,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Same","Satisfied","Not much","All day","Not at all","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Same","Better","Same","Same","Same","Same","Same","Same","Worse","Same","Y","Y","Y","Y","Y","Y","Y",2,"Same","Worse","Worse","Worse",.m,"Worse",.m,"Same","Yes","Yes","Yes","Yes",2,"Owned","Kacha","Y",1,2,0,1,0,0,.n,"Agriculture","Service",.n,"Agriculture","Service",0,100,0,"Tube Well",.m,"Pond",.m,"Electricity",.m,.m,"Bio-Gas",.m,.m,"Y","N","N","Y",2,0,0,0,0,0,0,0,0,0,"Same","Lower",2500,200,0,20000,0,1000,500,0,0,0,10000,100,5000,0,.n,1,.m,1,.m,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",1988,"",30000,"N","N",.n,"",.n,.n,"O",2010,"",1000,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
1519,0,6,5,"Householdhead","10/7/13","Female",21,"Married","Non","International migrants","Bankina","0",0,5,"No",.n,5,0,0,"No","No",.n,"Muslim","Moderate","Never",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Same","Quite satisfied","All day","Not at all","Not at all","Completely Satisfied","Quite satisfied","Quite satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Completely Satisfied",.m,"N",.m,.m,"Same","Worse","Same","Same","Same","Same","Same","Same","Same","Same","N","Y",.m,.m,"Y",.m,"Y",5,.m,"Higher",.m,"Higher","Worse","Same",.m,"Same","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",3,0,0,0,0,0,"Others","Others",.n,"Others","Others",.n,100,0,0,"Tube Well",.m,"Pond",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same",.m,5000,300,.m,0,0,500,300,0,0,0,40000,0,1600,0,.n,1,10000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2011,"",.m,"Y","N",.n,"",.n,.n,"O",2008,"",.m,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2011,"",.m,"Y","O",2011,"",.m,"Y","N",.n,"",.n,.n,1,21,5
1520,0,4,4,"Householdhead","10/7/13","Male",43,"Married","Non","No migrants","Bankina","0",0,10,"No",.n,10,.m,5,"No","No",.n,"Muslim","Very","Regular",0,"Employed",.n,"Business (small)",6,5,12,13,20000,6000,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Better","Satisfied","Not much","Not much","Not at all","Quite satisfied","Quite satisfied","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Somewhat unsatisfied","Satisfied","Satisfied","Satisfied","Y","Y","Y","Worse","Same","Worse","Worse","Same","Same","Same","Same","Same","Worse","Y","Y","Y","Y","Y","Y","Y",7,"Same","Worse","Same","Same",.m,"Same",.m,"Worse","Yes","Yes","Yes","Yes",7,"Owned","Semi-pucca","Y",3,1,0,1,0,0,"Others","Others",.n,.n,"Agriculture","Others",50,0,0,"Tube Well",.m,"Tube Well","Pond","Kerosense",.m,.m,"Dung/leaves/straw","Gas/LP gas",.m,"Y","Y","N","Y",0,0,0,0,0,0,0,0,0,0,0,0,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,21,5
152,0,4,4,"Householdhead","22/6/13","Male",42,"Married","Non","No migrants","Roail","0",0,5,"No",.n,5,.m,0,"Yes","No",.n,"Muslim","Moderate","Regular",0,"Employed",.n,"Weaving",8,6,12,30,4000,.n,.m,.c,.c,.c,.c,.n,.n,.m,".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not at all satisfied",.m,"Not at all satisfied","Quite a bit","Quite a bit","Not at all","Not at all satisfied","Satisfied","Not at all satisfied","Not at all satisfied","Quite satisfied","Satisfied","Not at all satisfied","Satisfied","Satisfied","Satisfied","N",.m,.m,"Same","Same","Same","Same","Same","Same","Better","Better","Same",.m,.m,.m,.m,.m,.m,.m,.m,3,"Same","Same","Much worse","Worse","Worse",.m,.m,"Better","No","Yes","Yes","Yes",3,"Owned","Kacha","Y",2,0,0,1,0,0,"Manufacture","Manufacture",.n,"Manufacture","Manufacture",.n,2,0,0,"Tube Well",.m,"Tube Well",.m,"Kerosense",.m,.m,"Firewood","Dung/leaves/straw",.m,"N","N","N","Y",2,5,7,0,0,0,500,0,0,0,"Same","Higher",3000,500,0,0,0,500,500,0,1500,0,5000,20,4000,0,.n,.m,.n,0,.m,.m,.m,0,.n,0,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2011,"",500,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.m,"",1500,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,3,1
1521,0,3,3,"Wife","10/7/13","Female",21,"Married","Non","No migrants","Bankina","0",0,8,"No",.n,8,.m,0,"No","No",.n,"Muslim","Moderate","Never",0,"Unemployed",.n,"Unemployed",.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better","Quite satisfied","All day","Not much","Not at all","Quite satisfied","Completely satisfied","Completely Satisfied","Completely satisfied","Completely satisfied","Completely satisfied","Satisfied","Quite satisfied","Somewhat unsatisfied",.m,"N",.m,.m,.m,"Worse","Same","Same","Same","Same","Same","Same","Same",.m,"N","N",.m,.m,.m,.m,"Y",7,.m,"Same",.m,"Worse","Worse","Same",.m,"Better","No",.m,.m,"Yes",7,"Owned","Semi-pucca","Y",1,2,0,0,0,0,"Others","Others",.n,"Remittance","Remittance",.n,50,0,0,"Tube Well",.m,"Tube Well","Pond","Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher","Higher",4000,300,0,0,0,300,200,1000,30000,0,40000,100,10000,0,.n,1,500,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2013,"",300000,"N","N",.n,"",.n,.n,"O",.x,"Y",200,"Y","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",6000,"Y","O",.x,"Y",20000,"Y","N",.n,"",.n,.n,1,21,5
1522,0,5,5,"Householdhead","14/7/13","Male",47,"Married","Non","No migrants","Shatihati","0",0,5,"No",.n,5,3,0,"Yes","No",.n,"Muslim","Moderate","Regular",5,"Employed",.n,"Business (small)",12,7,12,20,.m,.m,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied","Better","Satisfied","Not much","Not much",.m,"Satisfied","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Satisfied","Y","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Better","Same","Y","Y","Y","Y","Y","Y","Y",4,.m,"Same","Worse","Worse",.m,"Worse","Worse","Worse","Yes","Yes","Yes","Yes",4,"Owned","Semi-pucca","Y",2,0,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,40,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Higher",0,5000,200,.m,0,.m,300,15000,0,15000,0,25000,50,13000,0,.n,0,.n,0,.n,1,15000,0,.n,0,.n,"N",.n,"",.n,.n,"O",1993,"",.m,"N","N",.n,"",.n,.n,"O",2005,"",5000,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",.x,"Y",2000,"N","N",.n,"",.n,.n,"O",2008,"",5000,"N","N",.n,"",.n,.n,"O",2010,"",2000,"N","O",2011,"",20000,"N","N",.n,"",.n,.n,1,25,2
1523,0,3,3,"Householdhead","14/7/13","Male",43,"Married","Non","No migrants","Shatihati","0",0,5,"No",.n,5,5,5,"No","No",.n,"Muslim","Very","Regular",0,"Employed",.n,"Business (small)",15,7,12,14,12000,.m,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Same","Quite satisfied","All day","Not at all","Not at all","Quite satisfied","Satisfied","Quite satisfied","Satisfied","Completely satisfied","Completely satisfied","Satisfied","Satisfied","Somewhat unsatisfied","Completely Satisfied","Y","Y","Y","Worse","Better","Same","Same","Same","Same","Same","Same","Worse","Same","Y","Y","Y","Y","Y","Y","Y",3,.m,"Worse","Same","Worse",.m,"Higher",.m,"Worse","Yes","Yes","Yes","Yes",3,"Owned","Semi-pucca","Y",2,2,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,0,0,"Piped Water",.m,"Piped Water",.m,"Electricity",.m,.m,"Gas/LP gas",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same",0,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,,.m,8000,0,.n,1,10000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2011,"",.m,"N","N",.n,"",.n,.n,"O",2001,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2006,"",.m,"N","N",.n,"",.n,.n,"O",2010,"",.m,"N","O",2005,"",.m,"N","O",2008,"",.m,"N",1,25,2
1524,0,4,4,"Householdhead","14/7/13","Male",42,"Married","Non","No migrants","Shatihati","0",0,3,"No",.n,3,0,0,"No","No",.n,"Muslim","Very","Regular",0,"Employed",.n,"Business (small)",12,7,12,20,2000,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Satisfied","Worse","Satisfied","Not much","Not much","Not at all","Satisfied","Satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Satisfied","Quite satisfied","Somewhat unsatisfied","N","Y","Y","Better","Better","Same","Same","Same","Same","Same","Same","Same","Better","N","Y","Y","Y","Y","Y","Y",3,.m,"Worse",.m,"Worse",.m,"Worse",.m,"Same","Yes","Yes","Yes","Yes",3,"Owned","Semi-pucca","Y",2,1,0,1,0,0,"Others","Others",.n,"Others","Others",.n,0,21,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,0,0,0,0,0,0,0,0,0,"Same","Lower",4000,80,400,0,1200,300,.m,0,0,0,12000,100,7000,0,.n,1,3000,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",2000,"",4000,"N","N",.n,"",.n,.n,"O",2008,"",600,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2003,"",.m,"N","N",.n,"",.n,.n,"O",2006,"",.m,"N","N",.n,"",.n,.n,"N",.n,"",.n,.n,1,25,2
1525,0,4,4,"Wife","14/7/13","Female",35,"Married","Non","No migrants","Shatihati","0",0,0,"No",.n,0,.m,0,"Yes","No",.n,"Muslim","Moderate",.m,.m,"Employed",.n,"Weaving",8,7,12,20,800,.n,.m,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Completely satisfied","Better","Quite satisfied",.m,"Not at all","Not at all","Quite satisfied","Satisfied","Quite satisfied","Completely satisfied","Completely satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied","Y","Y","Y","Same","Same","Same","Same","Same","Same","Same","Same","Same","Same","Y","Y","Y","Y","Y","Y","Y",5,.m,"Same",.m,"Same","Same","Worse",.m,"Same","Yes","Yes","Yes","Yes",5,"Owned","Semi-pucca","Y",1,0,0,1,0,0,"Service","Service",.n,"Service","Service",.n,0,0,0,"Tube Well",.m,"Tube Well","Pond","Electricity",.m,.m,"Dung/leaves/straw",.m,.m,"Y","N","N","Y",0,9,0,0,0,0,0,0,0,0,"Same","Same",48000,150,.m,0,1000,0,200,.m,0,.m,10000,.c,5000,0,.n,0,.n,0,.n,1,10000,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2008,"",.c,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2003,"",.c,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,1,25,2
1526,0,4,4,"Householdhead","14/7/13","Female",45,"Married","Non","No migrants","Bankina","0",0,0,"No",.n,0,0,0,"No","No",.n,"Muslim","Moderate","Never",0,"Unemployed",.n,.n,.c,.c,.c,.c,.n,.n,.n,.c,.c,.c,.c,.n,.n,"No",".n",.n,.n,.n,.n,.m,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Quite satisfied",.m,.m,"Quite a bit","Not at all","Not at all","Quite satisfied","Somewhat unsatisfied","Quite satisfied","Quite satisfied","Quite satisfied","Quite satisfied",.m,.m,"Quite satisfied",.m,"Y",.m,.m,"Same","Worse","Same","Same","Same",.m,.m,.m,"Worse",.m,"Y","Y","N",.m,"Y",.m,"Y",,.m,"Worse",.m,"Same",.m,"Worse",.m,"Same","Yes","No","Yes","Yes",.m,"Owned","Kacha","Y",1,1,0,1,0,0,"Agriculture","Agriculture",.n,"Agriculture","Agriculture",.n,50,50,0,"Tube Well",.m,"Tube Well",.m,"Electricity",.m,.m,"Firewood","Dung/leaves/straw",.m,"Y","N","N","Y",4,0,0,0,3,0,30000,0,0,0,"Higher",.m,.m,.m,.m,0,2000,.m,.m,.m,0,.m,,.m,5000,0,.n,0,.n,0,.n,0,.n,0,.n,0,.n,"N",.n,"",.n,.n,"O",.m,"",.m,.m,"N",.n,"",.n,.n,"O",2007,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2007,"",.m,.m,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"N",.n,"",.n,.n,"O",2012,"",.m,.m,"A",.n,"",.n,.n,"N",.n,"",.n,.n,1,25,2
